line_number	reason	raw_line
174577	empty_field	habíamos competido		IPI-MI	1PP
174578	empty_field	habíais competido		IPI-MI	2PP
174580	empty_field	hube competido		EPI-EI	1PS
174581	empty_field	hubiste competido		EPI-EI	2PS
174583	empty_field	hubimos competido		EPI-EI	1PP
174584	empty_field	hubisteis competido		EPI-EI	2PP
174586	empty_field			PS-PS	1PS
174587	empty_field			PS-PS	2PS
174589	empty_field			PS-PS	1PP
174590	empty_field			PS-PS	2PP
174592	empty_field			IS-IS	1PS
174593	empty_field			IS-IS	2PS
174596	empty_field			IS-IS	1PP
174597	empty_field			IS-IS	2PP
174600	empty_field			FS-FS	1PS
174601	empty_field			FS-FS	2PS
174603	empty_field			FS-FS	1PP
174604	empty_field			FS-FS	2PP
174609	empty_field	competer		FN-IP	1PS
174610	empty_field	competer		FN-IP	2PS
174612	empty_field	competer		FN-IP	1PP
174613	empty_field	competer		FN-IP	2PP
174615	empty_field	competer		FN(Inf)-IP	1PS
174616	empty_field	competer		FN(Inf)-IP	2PS
174618	empty_field	competer		FN(Inf)-IP	1PP
174619	empty_field	competer		FN(Inf)-IP	2PP
176603	empty_field			PI-PI	1PS
176604	empty_field			PI-PI	2PS
176606	empty_field			PI-PI	1PP
176607	empty_field			PI-PI	2PP
176609	empty_field			II-II	1PS
176610	empty_field			II-II	2PS
176612	empty_field			II-II	1PP
176613	empty_field			II-II	2PP
176615	empty_field			EI-EI	1PS
176616	empty_field			EI-EI	2PS
176618	empty_field			EI-EI	1PP
176619	empty_field			EI-EI	2PP
176621	empty_field			FI-FI	1PS
176622	empty_field			FI-FI	2PS
176624	empty_field			FI-FI	1PP
176625	empty_field			FI-FI	2PP
176627	empty_field			TI-TI	1PS
176628	empty_field			TI-TI	2PS
176630	empty_field			TI-TI	1PP
176631	empty_field			TI-TI	2PP
176633	empty_field	he acaecido		PPI-EI	1PS
176634	empty_field	has acaecido		PPI-EI	2PS
176636	empty_field	hemos acaecido		PPI-EI	1PP
176637	empty_field	habéis acaecido		PPI-EI	2PP
176639	empty_field	había acaecido		IPI-MI	1PS
176640	empty_field	habías acaecido		IPI-MI	2PS
176642	empty_field	habíamos acaecido		IPI-MI	1PP
176643	empty_field	habíais acaecido		IPI-MI	2PP
176645	empty_field	hube acaecido		EPI-EI	1PS
176646	empty_field	hubiste acaecido		EPI-EI	2PS
176648	empty_field	hubimos acaecido		EPI-EI	1PP
176649	empty_field	hubisteis acaecido		EPI-EI	2PP
176651	empty_field			PS-PS	1PS
176652	empty_field			PS-PS	2PS
176654	empty_field			PS-PS	1PP
176655	empty_field			PS-PS	2PP
176657	empty_field			IS-IS	1PS
176658	empty_field			IS-IS	2PS
176661	empty_field			IS-IS	1PP
176662	empty_field			IS-IS	2PP
176665	empty_field			FS-FS	1PS
176666	empty_field			FS-FS	2PS
176668	empty_field			FS-FS	1PP
176669	empty_field			FS-FS	2PP
176674	empty_field	acaecer		FN-IP	1PS
176675	empty_field	acaecer		FN-IP	2PS
176677	empty_field	acaecer		FN-IP	1PP
176678	empty_field	acaecer		FN-IP	2PP
176680	empty_field	acaecer		FN(Inf)-IP	1PS
176681	empty_field	acaecer		FN(Inf)-IP	2PS
176683	empty_field	acaecer		FN(Inf)-IP	1PP
176684	empty_field	acaecer		FN(Inf)-IP	2PP
179416	empty_field			PI-PI	1PS
179417	empty_field			PI-PI	2PS
179419	empty_field			PI-PI	1PP
179420	empty_field			PI-PI	2PP
179422	empty_field			II-II	1PS
179423	empty_field			II-II	2PS
179425	empty_field			II-II	1PP
179426	empty_field			II-II	2PP
179428	empty_field			EI-EI	1PS
179429	empty_field			EI-EI	2PS
179431	empty_field			EI-EI	1PP
179432	empty_field			EI-EI	2PP
179434	empty_field			FI-FI	1PS
179435	empty_field			FI-FI	2PS
179437	empty_field			FI-FI	1PP
179438	empty_field			FI-FI	2PP
179440	empty_field			TI-TI	1PS
179441	empty_field			TI-TI	2PS
179443	empty_field			TI-TI	1PP
179444	empty_field			TI-TI	2PP
179446	empty_field	he atañido		PPI-EI	1PS
179447	empty_field	has atañido		PPI-EI	2PS
179449	empty_field	hemos atañido		PPI-EI	1PP
179450	empty_field	habéis atañido		PPI-EI	2PP
179452	empty_field	había atañido		IPI-MI	1PS
179453	empty_field	habías atañido		IPI-MI	2PS
179455	empty_field	habíamos atañido		IPI-MI	1PP
179456	empty_field	habíais atañido		IPI-MI	2PP
179458	empty_field	hube atañido		EPI-EI	1PS
179459	empty_field	hubiste atañido		EPI-EI	2PS
179461	empty_field	hubimos atañido		EPI-EI	1PP
179462	empty_field	hubisteis atañido		EPI-EI	2PP
179464	empty_field			PS-PS	1PS
179465	empty_field			PS-PS	2PS
179467	empty_field			PS-PS	1PP
179468	empty_field			PS-PS	2PP
179470	empty_field			IS-IS	1PS
179471	empty_field			IS-IS	2PS
179474	empty_field			IS-IS	1PP
179475	empty_field			IS-IS	2PP
179478	empty_field			FS-FS	1PS
179479	empty_field			FS-FS	2PS
179481	empty_field			FS-FS	1PP
179482	empty_field			FS-FS	2PP
179487	empty_field	atañer		FN-IP	1PS
179488	empty_field	atañer		FN-IP	2PS
179490	empty_field	atañer		FN-IP	1PP
179491	empty_field	atañer		FN-IP	2PP
179493	empty_field	atañer		FN(Inf)-IP	1PS
179494	empty_field	atañer		FN(Inf)-IP	2PS
179496	empty_field	atañer		FN(Inf)-IP	1PP
179497	empty_field	atañer		FN(Inf)-IP	2PP
242213	empty_field	sobrevengo		PI-PI	1PS
242214	empty_field	sobrevienes		PI-PI	2PS
242216	empty_field	sobrevenimos		PI-PI	1PP
242217	empty_field	sobrevenís		PI-PI	2PP
242218	empty_field	sobrevenís		PI-PI	2PP
242220	empty_field	sobrevenía		II-II	1PS
242221	empty_field	sobrevenías		II-II	2PS
242223	empty_field	sobreveníamos		II-II	1PP
242224	empty_field	sobreveníais		II-II	2PP
242226	empty_field	sobrevine		EI-EI	1PS
242227	empty_field	sobreviniste		EI-EI	2PS
242229	empty_field	sobrevinimos		EI-EI	1PP
242230	empty_field	sobrevinisteis		EI-EI	2PP
242232	empty_field	sobrevendré		FI-FI	1PS
242233	empty_field	sobrevendrás		FI-FI	2PS
242235	empty_field	sobrevendremos		FI-FI	1PP
242236	empty_field	sobrevendréis		FI-FI	2PP
242238	empty_field	sobrevendría		TI-TI	1PS
242239	empty_field	sobrevendrías		TI-TI	2PS
242241	empty_field	sobrevendríamos		TI-TI	1PP
242242	empty_field	sobrevendríais		TI-TI	2PP
242244	empty_field	he sobrevenido		PPI-EI	1PS
242245	empty_field	has sobrevenido		PPI-EI	2PS
242247	empty_field	hemos sobrevenido		PPI-EI	1PP
242248	empty_field	habéis sobrevenido		PPI-EI	2PP
242250	empty_field	había sobrevenido		IPI-MI	1PS
242251	empty_field	habías sobrevenido		IPI-MI	2PS
242253	empty_field	habíamos sobrevenido		IPI-MI	1PP
242254	empty_field	habíais sobrevenido		IPI-MI	2PP
242256	empty_field	hube sobrevenido		EPI-EI	1PS
242257	empty_field	hubiste sobrevenido		EPI-EI	2PS
242259	empty_field	hubimos sobrevenido		EPI-EI	1PP
242260	empty_field	hubisteis sobrevenido		EPI-EI	2PP
242262	empty_field	sobrevenga		PS-PS	1PS
242263	empty_field	sobrevengas		PS-PS	2PS
242265	empty_field	sobrevengamos		PS-PS	1PP
242266	empty_field	sobrevengáis		PS-PS	2PP
242268	empty_field	sobreviniera		IS-IS	1PS
242269	empty_field	sobreviniese		IS-IS	1PS
242270	empty_field	sobrevinieras		IS-IS	2PS
242271	empty_field	sobrevinieses		IS-IS	2PS
242274	empty_field	sobreviniéramos		IS-IS	1PP
242275	empty_field	sobreviniésemos		IS-IS	1PP
242276	empty_field	sobrevinierais		IS-IS	2PP
242277	empty_field	sobrevinieseis		IS-IS	2PP
242280	empty_field	sobreviniere		FS-FS	1PS
242281	empty_field	sobrevinieres		FS-FS	2PS
242283	empty_field	sobreviniéremos		FS-FS	1PP
242284	empty_field	sobreviniereis		FS-FS	2PP
242290	empty_field	sobrevenir		FN-IP	1PS
242291	empty_field	sobrevenir		FN-IP	2PS
242293	empty_field	sobrevenir		FN-IP	1PP
242294	empty_field	sobrevenir		FN-IP	2PP
242296	empty_field	sobrevenir		FN(Inf)-IP	1PS
242297	empty_field	sobrevenir		FN(Inf)-IP	2PS
242299	empty_field	sobrevenir		FN(Inf)-IP	1PP
242300	empty_field	sobrevenir		FN(Inf)-IP	2PP
244008	empty_field			PI-PI	2PS
244009	empty_field		abolimos	PI-PI	1PP
244071	empty_field			IA-IA	2PS
